"A coin struck by Brutus to commemorate the assassination of Julius Caesar in 44 B.C. sold for $99 , 000.",Brutus,kill,Julius Caesar
"Rainfall , heavy over the lower Mississippi and Tennessee valleys in recent days left streams in Tennessee , Kentucky and northern Alabama flowing near bankful , and flooded some streets in Memphis , Tenn. , during rush hour .",Memphis,located in,Tenn.
"947N0051B Moscow METEOROLOGIYA I GIDROLOGIYA in Russian No. 4 , Apr 94 ( manuscript received 14 Dec 93 ) pp 101-112",METEOROLOGIYA I GIDROLOGIYA,organization based in,Moscow
"Herbert Clark Hoover , the 31st president of the United States , was born in West Branch , Iowa , in 1874 .",METEOROLOGIYA I GIDROLOGIYA,organization based in,Moscow
"That same day , a grand jury in Los Angeles indicted Sirhan Bishara Sirhan , a Jordanian citizen , on a charge of first-degree murder in the assassination of Kennedy two days earlier .",Sirhan Bishara Sirhan,kill,Kennedy
"CHP ( Republican People 's Party ) leader Deniz Baykal said : I hope that this decision will not turn into a protest , for then a difficult situation will arise .",Deniz Baykal,leader of,CHP
"CHP ( Republican People 's Party ) leader Deniz Baykal said : I hope that this decision will not turn into a protest , for then a difficult situation will arise .",Deniz Baykal,leader of,Republican People 's Party
"Beside the dispute over the Gabcikovo hydroelectric project itself which was taken to the International Court of Justice in The Hague last July , Bratislava and Budapest are also in disagreement over the temporary water regime on the Danube to function until a verdict is passed in The Hague .",International Court of Justice,organization based in,The Hague
"Beside the dispute over the Gabcikovo hydroelectric project itself which was taken to the International Court of Justice in The Hague last July , Bratislava and Budapest are also in disagreement over the temporary water regime on the Danube to function until a verdict is passed in The Hague .",International Court of Justice,organization based in,The Hague
"Viscomi was shot in the back in 1979 by John Hoopsick , who held a longtime grudge against him , and who hours earlier purchased the shotgun and ammunition at a K mart store in Niagara Falls .",K mart,organization based in,Niagara Falls
"U.S. Sen. Mitch McConnell , who attended church in south Louisville with Higgins in the 1950s , recommended he be given the nation 's highest honor , the Medal of Honor.",Mitch McConnell,work for,U.S.
"Kennedy 's assassin , Sirhan Bishara Sirhan , was immediately arrested .",Sirhan Bishara Sirhan,kill,Kennedy
"It 's doing a lot of wind damage , ' ' said Robert Isaacks , an emergency medical technician on High Island.",Sirhan Bishara Sirhan,kill,Kennedy
"National Transportation Safety Board investigators at the Evendale , Ohio , General Electric plant plan to take the engine apart and try to determine the sequence of events that led up to the July 19 crash of United Airlines Flight 232 , in which 111 people died.",Evendale,organization based in,Ohio
"In 1977 , James Earl Ray , the convicted assassin of civil rights leader Dr. Martin Luther King Jr. , was recaptured following his escape from a Tennessee prison June 10 .",James Earl Ray,kill,Dr. Martin Luther King Jr.
"Oswald was arrested during a showing of ` ` War Is Hell ' ' 80 minutes after shooting Kennedy from the sixth floor of the book depository on Nov. 22 , 1963 .",Oswald,kill,Kennedy
"MIDDLETOWN , N.Y .",MIDDLETOWN,none,N.Y .
Bangkok DAO SIAM,DAO SIAM,none,Bangkok
"Albrecht , 54 , is a former University of Iowa professor of economics and dean who has been on the CFTC since last year.",Albrecht,former professor and dean,University of Iowa
"Albrecht , 54 , is a former University of Iowa professor of economics and dean who has been on the CFTC since last year.",Albrecht,work for,CFTC
FAA spokesman Fred Farrar said Tuesday the timer assembly could not have caused the British Midland crash .,Fred Farrar,work for,FAA
"` ` It would be helpful if you folks would provide leadership , ' ' shot back Rep. Ted Weiss , D-N.Y. , chairman of the House oversight subcommittee grilling Mason and other administration officials about a broad range of AIDS programs.",Ted Weiss,chairman of,House
"Lennon was murdered by Mark David Chapman outside the Dakota on Dec. 8 , 1980 .",Mark David Chapman,kill,Lennon
"It stars Jessica Lange , his live-in lover , and was shot entirely in northern Minnesota , where she was born and grew up .",Jessica Lange,born and grew up in,Minnesota
"Higgins ' sister , Mary Fisher , said from her home in the Louisville suburb of Okolona that she believed Higgins ' was dead before she saw the videotape.",Mary Fisher,live in,Louisville
"Higgins ' sister , Mary Fisher , said from her home in the Louisville suburb of Okolona that she believed Higgins ' was dead before she saw the videotape.",Mary Fisher,live in,Okolona
"He specifically mentioned ` ` why the pilgrims came ' ' to America from Europe in the 17th century in quest of religious freedom , ` ` who Jimmy Doolittle was , and what those 30 seconds over Tokyo meant , ' ' as well as the battle at Anzio , Italy , and the landing at Normandy , France .",Anzio,location in,Italy
"He specifically mentioned ` ` why the pilgrims came ' ' to America from Europe in the 17th century in quest of religious freedom , ` ` who Jimmy Doolittle was , and what those 30 seconds over Tokyo meant , ' ' as well as the battle at Anzio , Italy , and the landing at Normandy , France .",Normandy,none,France
"Most of the work conducted by the Warren Commission , which concluded that Lee Harvey Oswald acted alone in the Kennedy slaying , has been opened to the public , a move that has helped researchers evaluate _ and in many cases strongly criticize _ that investigation .",Lee Harvey Oswald,kill,Kennedy
They were imported by Larami Corp. of Philadelphia.,Larami Corp.,organization based in,Philadelphia.
U.S. Bankruptcy Judge George Proctor on Friday authorized appointment of Bakst as trustee.,George Proctor,work for,U.S.
"( Text ) Guatemala City , 2 Feb ( ACAN-EFE ) -- Guatemalan President Ramiro de Leon Carpio today offered a 10-percent adjustment of fuel transportation tariffs to end the strike that businessmen in that sector began on 1 February .",Ramiro de Leon Carpio,work for,Guatemala City
"They found it when Herschel Grynszpan , a 17-year-old Jew enraged by his family 's deportation to Poland , shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris on Nov. 7 , 1938 .",Herschel Grynszpan,kill,German Embassy Third Secretary Ernst vom Rath
"Larry Jinks has been named publisher of the San Jose Mercury News , succeeding William A. Ott , who will become the newspaper 's chairman , the Knight-Ridder , Inc. announced Thursday .",Larry Jinks,work for,San Jose Mercury News
"Larry Jinks has been named publisher of the San Jose Mercury News , succeeding William A. Ott , who will become the newspaper 's chairman , the Knight-Ridder , Inc. announced Thursday .",William A. Ott,work for,San Jose Mercury News
"The number of lift boats involved in accidents is higher than normal , ' ' said Lt. Allen Harker , a marine inspector at the Coast Guard 's 8th District headquarters .",Allen Harker,work for,Coast Guard 's 8th District headquarters
"The Democrats elected Ohio 's Richard Celeste to be chairman of the Democratic Governors ' Association , beginning in January.",Richard Celeste,work for,Ohio
"The Democrats elected Ohio 's Richard Celeste to be chairman of the Democratic Governors ' Association , beginning in January.",Richard Celeste,work for,Democratic Governors ' Association
AU2206082794 Prague CTK in English 0604 GMT 22 Jun 94 -- FOR OFFICIAL USE ONLY,CTK,organization based in,Prague
"BK2506112994 Bangkok BANGKOK POST in English 25 Jun 94 pp 1 , 3",BANGKOK POST,organization based in,Bangkok
"AOSTA , Italy ( AP )",AOSTA,none,Italy
"AOSTA , Italy ( AP )",AP,organization based in,AOSTA
"AOSTA , Italy ( AP )",AP,organization based in,Italy
"The items included the .22-caliber gun Sirhan Bishara Sirhan used to kill Kennedy on June 5 , 1968 , in the hotel kitchen .",Sirhan Bishara Sirhan,kill,Kennedy
Moscow KRASNAYA ZVEZDA,KRASNAYA ZVEZDA,organization based in,Moscow
"Indeed , not only was truth our only goal , but we found that truth : Lee Harvey Oswald was the lone gunman who killed President Kennedy and Officer J.D. Tippit on that tragic Friday afternoon in Dallas , Nov. 22 , 1963.",Lee Harvey Oswald,killed,President Kennedy
"Indeed , not only was truth our only goal , but we found that truth : Lee Harvey Oswald was the lone gunman who killed President Kennedy and Officer J.D. Tippit on that tragic Friday afternoon in Dallas , Nov. 22 , 1963.",Lee Harvey Oswald,killed,Officer J.D. Tippit
"The book , ` ` On the Brink : Americans and Soviets Reexamine the Cuban Missile Crisis , ' ' is based largely on two 1987 conferences sponsored by Harvard _ one that featured top Kennedy advisers and U.S. scholars and a second in which three Soviets joined the Americans .",Harvard,organization based in,U.S.
"The book , ` ` On the Brink : Americans and Soviets Reexamine the Cuban Missile Crisis , ' ' is based largely on two 1987 conferences sponsored by Harvard _ one that featured top Kennedy advisers and U.S. scholars and a second in which three Soviets joined the Americans .",Kennedy,work for,U.S.
"ROCK HILL , S.C .",ROCK HILL,located in,S.C
"In 1767 , the seventh President of the United States , Andrew Jackson , was born in Waxhaw , South Carolina .",ROCK HILL,located in,S.C
Jacobs ' lawyers asked for the stay after Cuomo signed a request from North Carolina Gov. Jim Martin on Tuesday to return Jacobs .,Jim Martin,work for,North Carolina
"Tuesday 's trade development will be conveyed to Britain by the Brazilian Embassy in London , Argentina 's diplomatic representative there.",Brazilian Embassy,organization based in,Britain
"Tuesday 's trade development will be conveyed to Britain by the Brazilian Embassy in London , Argentina 's diplomatic representative there.",Brazilian Embassy,organization based in,London
"The original , a figure of a woman raising a torch in much the same manner as America 's Statue of Liberty , was destroyed by the Chinese Army on June 5 after the massacre that crushed the student-led protest movement.",Statue of Liberty,symbolizes,America
I also feel obliged to point out that Jack Nicklaus thinks so highly of Muirfield that he named a course he built in his native Ohio after it .,Jack Nicklaus,native to,Ohio
"The head of Queensland Liver Transplant Service , Dr. Russell Strong , said one of the difficulties faced by the team of surgeons that carried out the operation was dividing the liver without harming the donor.",Russell Strong,head of,Queensland Liver Transplant Service
Tunis Tunisian Republic Radio Network,Tunisian Republic Radio Network,organization based in,Tunis
"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",Quayles,live in,Naval Observatory
"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",Quayles,live in,Washington
"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",Tucker,live in,Naval Observatory
"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",Tucker,live in,Washington
"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",Benjamin,live in,Naval Observatory
"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",Benjamin,live in,Washington
"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",Corinne,live in,Naval Observatory
"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",Corinne,live in,Washington
"The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.",Naval Observatory,located in,Washington
"The Globe and Mail , which calls itself Canada 's national newspaper , said in an editorial Thursday that Quebec Premier Robert Bourassa ` ` has received , and deserves , strong criticism for his decision on the language of commercial signs in Quebec. .. .",The Globe and Mail,organization based in,Canada
"The Globe and Mail , which calls itself Canada 's national newspaper , said in an editorial Thursday that Quebec Premier Robert Bourassa ` ` has received , and deserves , strong criticism for his decision on the language of commercial signs in Quebec. .. .",Robert Bourassa,work for,Canada
"The Globe and Mail , which calls itself Canada 's national newspaper , said in an editorial Thursday that Quebec Premier Robert Bourassa ` ` has received , and deserves , strong criticism for his decision on the language of commercial signs in Quebec. .. .",Robert Bourassa,work for,Quebec
"The Globe and Mail , which calls itself Canada 's national newspaper , said in an editorial Thursday that Quebec Premier Robert Bourassa ` ` has received , and deserves , strong criticism for his decision on the language of commercial signs in Quebec. .. .",Robert Bourassa,work for,Quebec
"GSA Depot , Watertown , Mass. ;",GSA Depot,organization based in,Watertown
"GSA Depot , Watertown , Mass. ;",GSA Depot,located in,Mass.
"GSA Depot , Watertown , Mass. ;",Watertown,organization based in,Mass.
""" I accordingly declare Mr Nelson Rohihlahla Mandela duly elected as the president of the Republic of South Africa . """,Mr Nelson Rohihlahla Mandela,president of,Republic of South Africa
"CLARIN : There is a study conducted by the Mediterranean Foundation headed by Juan Novara saying that the CNEA is not competitive and that nuclear energy is expensive , dirty , and is being abandoned throughout the world .",Juan Novara,head of,Mediterranean Foundation
"In 1968 , authorities announced the capture in London of James Earl Ray , suspected of the assassination of civil rights leader Dr. Martin Luther King Jr .",James Earl Ray,suspected of killing,Dr. Martin Luther King Jr
"Born in Philadelphia the son of a Jewish tailor , Man Ray was forced to flee his adopted home of Paris -- a city which revered him -- during World War II .",Man Ray,born in,Philadelphia
"Frank D. Cuevas , 44 , of 24th Street , shot James Miller , 54 , after Miller forced his way into the apartment at gunpoint at 10 : 40 p.m. , according to Sgt. Frank Martinez of the homicide unit .",Frank D. Cuevas,kill,James Miller
"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '",Chinese Foreign Ministry,organization based in,Beijing
"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '",Chinese Foreign Ministry,organization based in,China
"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '",Li Zhaoxing,work for,Chinese Foreign Ministry
"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '",Li Zhaoxing,work for,Beijing
"At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '",Li Zhaoxing,work for,China
Pittsburgh Mayor Sophie Masloff touted the joys of her favorite city on the nationally televised Pat Sajak Show and put an end to rumors that she sometimes arrives at work with a cup of homemade chicken soup .,Sophie Masloff,work for,Pittsburgh
"In South Korea , Kim Jae-kyu , the assassin of President Park Chung-hee , was executed .",Kim Jae-kyu,kill,President Park Chung-hee
"Bloch also read Austrian newspaper accounts of the case , which Weisner showed him during Bloch 's 45-minute visit to the offices of Austrian television Monday afternoon in the Georgetown section of the capital.",Austrian television,organization based in,Georgetown
Havana Radio Reloj Network,Radio Reloj Network,organization based in,Havana
"In 1847 , inventor Thomas Alva Edison was born in Milan , Ohio .",Thomas Alva Edison,born in,"Milan , Ohio"
"Bradley First Air of Carp , Ontario , which owned the plane , said the crew members were pilots from Montreal and Ottawa .",Bradley First Air of Carp,organization based in,Ontario
"It must also be pointed out that the chairman of the United Djibouti Opposition Front , Mohamed Ahmed Issa , also known as Cheiko , was arrested at his home this evening .",Mohamed Ahmed Issa,chairman of,United Djibouti Opposition Front
"It must also be pointed out that the chairman of the United Djibouti Opposition Front , Mohamed Ahmed Issa , also known as Cheiko , was arrested at his home this evening .",Cheiko,chairman of,United Djibouti Opposition Front
I was keen to ask the following questions in an interview with Russian Atomic Energy Minister V. Mikhaylov : ( Gubarev ) How did Ukraine lose out by this deal ? ( Mikhaylov ) The level of Ukraine 's security has increased -- so in fact Ukraine has benefited .,V. Mikhaylov,work for,Russian Atomic Energy Minister
I was keen to ask the following questions in an interview with Russian Atomic Energy Minister V. Mikhaylov : ( Gubarev ) How did Ukraine lose out by this deal ? ( Mikhaylov ) The level of Ukraine 's security has increased -- so in fact Ukraine has benefited .,Mikhaylov,work for,Russian Atomic Energy Minister
""" The entire effort is how to reduce the early damage ( from a missile attack ) so the missile launchers can be found , "" says Me 'ir Kohen , a missile expert close to the IDF ( Israel Defense Forces ) leadership .",Me 'ir Kohen,work for,IDF
""" The entire effort is how to reduce the early damage ( from a missile attack ) so the missile launchers can be found , "" says Me 'ir Kohen , a missile expert close to the IDF ( Israel Defense Forces ) leadership .",Me 'ir Kohen,work for,Israel Defense Forces
"` ` We put in the peacock to get a little attention and show how spectacular it 's going to be , ' ' said Michigan State horticulture Professor Will Carlson.",Will Carlson.,work for,Michigan State
"Jacobs has said that he would not receive a fair trial in Robeson County , N.C. , and that he fears for his life if he is returned there .",Robeson County,located in,N.C.
Diphtheria in Zhitomir 94WE0015A Kiev SILSKI VISTI in Ukrainian 1 Jul 93 p 1,SILSKI VISTI,organization based in,Kiev
"Keen Corp. of New York ; and Eagle-Picher Industries of Cincinnati , claiming the companies failed to warn him of the risk.",Keen Corp.,organization based in,New York
"Keen Corp. of New York ; and Eagle-Picher Industries of Cincinnati , claiming the companies failed to warn him of the risk.",Eagle-Picher Industries,organization based in,Cincinnati
"In 1854 , George Eastman , inventor of the Kodak camera , was born in Waterville , N. Y.",George Eastman,born in,"Waterville , N. Y."
"In an interview published by yesterday 's issue of the economic daily HOSPODARSKE NOVINY , Premier Jozef Moravcik said Slovakia 's goal for this year was to completely halt the fall of GDP , reduce the inflation rate to 13 percent ( from last year 's 23.1 percent ) and maintain the budget deficit at 14 billion crowns .",Jozef Moravcik,work for,Slovakia
Dominique Beuff of the International Committee of the Red Cross in Khartoum said he had reports of people dying at the rate of up to four a day in some areas of the south affected by a 5-year-old civil war .,Dominique Beuff,work for,International Committee of the Red Cross
Dominique Beuff of the International Committee of the Red Cross in Khartoum said he had reports of people dying at the rate of up to four a day in some areas of the south affected by a 5-year-old civil war .,Dominique Beuff,works in,Khartoum
Dominique Beuff of the International Committee of the Red Cross in Khartoum said he had reports of people dying at the rate of up to four a day in some areas of the south affected by a 5-year-old civil war .,International Committee of the Red Cross,organization based in,Khartoum
"Dole had hoped to pull out a win in North Carolina , the home state of his wife , Elizabeth .",Elizabeth,live in,North Carolina
"In 1969 , James Earl Ray pleaded guilty in Memphis , Tenn. , to the assassination of civil rights leader Martin Luther King Jr .",James Earl Ray,kill,Martin Luther King Jr
"In 1969 , James Earl Ray pleaded guilty in Memphis , Tenn. , to the assassination of civil rights leader Martin Luther King Jr .",Memphis,location of event,Tenn.
"Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .",Booth,kill,Lincoln
"In 1865 , four people were hanged in Washington , D.C. after being convicted of conspiring with John Wilkes Booth in the assassination of President Abraham Lincoln .",John Wilkes Booth,assassinated,President Abraham Lincoln
"President Mubarak added : I was willing to conclude my trip with a visit to fraternal Saudi Arabia to meet with my brother the custodian of the two holy mosques , King Fahd-Bin- 'Abd-al- 'Aziz , Crown Prince 'Abdallah , and the leaders of the kingdom .",King Fahd-Bin- 'Abd-al- 'Aziz,work for,Saudi Arabia
"President Mubarak added : I was willing to conclude my trip with a visit to fraternal Saudi Arabia to meet with my brother the custodian of the two holy mosques , King Fahd-Bin- 'Abd-al- 'Aziz , Crown Prince 'Abdallah , and the leaders of the kingdom .",Crown Prince 'Abdallah,work for,Saudi Arabia
Labor Union Group Endorses Perez Balladares for President PA2203162994 Panama City LA ESTRELLA DE PANAMA in Spanish 21 Mar 94 p A1,Perez Balladares,endorsed by,Labor Union
Havana Radio Reloj Network,Radio Reloj Network,organization based in,Havana
"If Bossi were fundamental in order for your alliance to govern... ( Fini ) He must accept two questions which for us are more fundamental than government : national unity and solidarity between the north and the south. ( passage omitted ) I believe that until 1938 fascism was useful for Italy , not good or bad , but useful. ( passage omitted ) ( Minoli ) Do you still believe that Benito Mussolini is still the greatest statesman of the 20th century ? ( Fini ) In Italy certainly , without a shadow of a doubt. ( passage omitted ) ( Minoli ) You said ;",Benito Mussolini,work for,Italy
"The United States , Britain and France joined in vetoing a Security Council resolution that ` ` deplored ' ' the U.S. Navy 's downing of two Libyan military jets over the Mediterranean on Jan. 4 .",Navy,work for,U.S.
"In a press conference held recently , Baghdad Mayor Tahir Muhammad Hassun shed light on the environmental hazards that ensured from the direct and indirect effects of the U.S.-led aggression against Iraq .",Tahir Muhammad Hassun,work for,Baghdad
"In 1969 , Sirhan Sirhan was convicted of assassinating Sen. Robert F. Kennedy .",Sirhan Sirhan,kill,Sen. Robert F. Kennedy
Their deaths bring the number of political assassinations to six since former communist party official Ferhat Chibout was killed on January 27 .,Ferhat Chibout,former official,communist party
"The returns from South Dakota 's presidential primary election were complete _ except for Lincoln No. 51 , a rural precinct near Lemmon in extreme northwestern South Dakota .",Lemmon,located in,South Dakota
"The cities where information was collected are : Mexico , Guadalajara , Monterrey , Tijuana , Ciudad Juarez , Villahermosa , Hermosillo , Culiacan , Morelia , Veracruz , Acapulco , Torreon , Puebla , Merida , Chihuahua , Oaxaca , Tampico , Leon and Tapachula. Indemerc : Diego grows According to a recent poll conducted by the Indemerc-Louis Harris firm with a representative sample of 600 Valley of Mexico residents , support for Fernandez de Cevallos began to rise after the public debate and as of 31 May he garnered the support of 42 percent of the respondents .",Fernandez de Cevallos,supported by,Mexico
"All residential areas in South Africa are segregated by race , and no black neighborhood has been established in Port Nolloth .",Port Nolloth,none,South Africa
"Winter , 53 , a former Yale University law professor who became a judge in 1982 , and Starr , 42 , who served as couselor to Attorney William French Smith from 1981 until his appointment to the D.C. Circuit in 1983 , had been mentioned as possible Supreme Court nominees following the 1987 retirement of Justice Lewis Powell .",Winter,work for,Yale University
"Winter , 53 , a former Yale University law professor who became a judge in 1982 , and Starr , 42 , who served as couselor to Attorney William French Smith from 1981 until his appointment to the D.C. Circuit in 1983 , had been mentioned as possible Supreme Court nominees following the 1987 retirement of Justice Lewis Powell .",Starr,appointed to,D.C. Circuit
"Winter , 53 , a former Yale University law professor who became a judge in 1982 , and Starr , 42 , who served as couselor to Attorney William French Smith from 1981 until his appointment to the D.C. Circuit in 1983 , had been mentioned as possible Supreme Court nominees following the 1987 retirement of Justice Lewis Powell .",Lewis Powell,retired from,Supreme Court
"In 1890 , 100 years ago , American aviation hero Eddie Rickenbacker was born in Columbus , Ohio .",Lewis Powell,retired from,Supreme Court
"Born John Deutschendorf in Roswell , N.M. , and raised in Oklahoma , Arizona and Texas as an Air Force brat , Denver moved to Los Angeles to be a folk musician and wrote the mega-hit ` ` Leavin ' on a Jet Plane ' ' in 1969 .",John Deutschendorf,born in,"Roswell , N.M."
"In 1892 , author and newscaster Lowell Thomas was born in Woodington , Ohio .",John Deutschendorf,born in,"Roswell , N.M."
"Both Bush and Dukakis were born in Massachusetts ' ` ` county of presidents ' ' _ Norfolk County _ the one that already has given three of its natives to the nation : John Adams , John Quincy Adams , and John Fitzgerald Kennedy .",Bush,born in,Massachusetts
"Both Bush and Dukakis were born in Massachusetts ' ` ` county of presidents ' ' _ Norfolk County _ the one that already has given three of its natives to the nation : John Adams , John Quincy Adams , and John Fitzgerald Kennedy .",Bush,born in,Norfolk County
"Both Bush and Dukakis were born in Massachusetts ' ` ` county of presidents ' ' _ Norfolk County _ the one that already has given three of its natives to the nation : John Adams , John Quincy Adams , and John Fitzgerald Kennedy .",Dukakis,born in,Massachusetts
"Both Bush and Dukakis were born in Massachusetts ' ` ` county of presidents ' ' _ Norfolk County _ the one that already has given three of its natives to the nation : John Adams , John Quincy Adams , and John Fitzgerald Kennedy .",Dukakis,born in,Norfolk County
"Both Bush and Dukakis were born in Massachusetts ' ` ` county of presidents ' ' _ Norfolk County _ the one that already has given three of its natives to the nation : John Adams , John Quincy Adams , and John Fitzgerald Kennedy .",John Adams,born in,Massachusetts
"Both Bush and Dukakis were born in Massachusetts ' ` ` county of presidents ' ' _ Norfolk County _ the one that already has given three of its natives to the nation : John Adams , John Quincy Adams , and John Fitzgerald Kennedy .",John Adams,born in,Norfolk County
"Both Bush and Dukakis were born in Massachusetts ' ` ` county of presidents ' ' _ Norfolk County _ the one that already has given three of its natives to the nation : John Adams , John Quincy Adams , and John Fitzgerald Kennedy .",John Quincy Adams,born in,Massachusetts
"Both Bush and Dukakis were born in Massachusetts ' ` ` county of presidents ' ' _ Norfolk County _ the one that already has given three of its natives to the nation : John Adams , John Quincy Adams , and John Fitzgerald Kennedy .",John Quincy Adams,born in,Norfolk County
"Both Bush and Dukakis were born in Massachusetts ' ` ` county of presidents ' ' _ Norfolk County _ the one that already has given three of its natives to the nation : John Adams , John Quincy Adams , and John Fitzgerald Kennedy .",John Fitzgerald Kennedy,born in,Massachusetts
"Both Bush and Dukakis were born in Massachusetts ' ` ` county of presidents ' ' _ Norfolk County _ the one that already has given three of its natives to the nation : John Adams , John Quincy Adams , and John Fitzgerald Kennedy .",John Fitzgerald Kennedy,born in,Norfolk County
"Darci Alves Pereira stunned a packed courtroom by admitting he shot Mendes on Dec. 22 , 1988 , shortly after dark outside his home in this remote Amazon town near the Bolivian border , 2 , 650 miles northwest of Rio de Janeiro .",Darci Alves Pereira,kill,Mendes
David Belin said Stone deliberately overlooks evidence that Lee Harvey Oswald acted alone when he killed Kennedy and a Dallas police officer .,Lee Harvey Oswald,kill,Kennedy
"Abraham Lincoln ( 16th President ) : Born Feb. 12 , 1809 , in a one-room log cabin in Hodgenville , Ky. , in rolling hills in the central part of the state .",Lee Harvey Oswald,kill,Kennedy
"The New York Opera Repertory Theater was founded in 1977 by Leigh Gibbs Gore , who conducted the opera .",Leigh Gibbs Gore,founder,The New York Opera Repertory Theater
"A University of Texas law professor , Wright helped devise the legal argument that executive privilege exempted Nixon from complying with a subpoena to surrender tape recordings of Oval Office conversations .",Wright,work for,University of Texas
Madrid RNE International,RNE International,organization based in,Madrid
NEW YORK ( AP ),AP,organization based in,NEW YORK
NEW YORK ( AP ),AP,organization based in,NEW YORK
A Texas professor who helped mount President Nixon 's unsuccessful attempt to resist a key Watergate subpoena is being considered for the post of U.S. solicitor .,Nixon,work for,U.S.
President Bush announced Tuesday the United States will provide up to $50 million in food aid for Poland to help avert shortages in the country as it struggles to reform its government and economy.,Bush,work for,United States
"The nine sentences noting the spot where Dallas was settled are followed by this : ` ` On Nov. 22 , 1963 , the building gained national notoriety when Lee Harvey Oswald allegedly shot and killed President John F. Kennedy from a sixth floor window as the presidential motorcade passed the site. ' '",Lee Harvey Oswald,killed,President John F. Kennedy
"During the televised forum in which the candidates for the San Pedro Sula mayorship participated , the subject of industrial contamination was examined in greater depth by Nationalist candidate Samuel Bogran .",Samuel Bogran,candidate for mayor of,San Pedro Sula
"Yount , who was living in Coeur under the alias James Marvin Forsgren , was sentenced to life in prison for his conviction on first-degree murder and rape charges in the 1966 slaying of Pamela Sue Rimer , a student in his high school mathematics class in Luthersberg , Pa .",Yount,kill,Pamela Sue Rimer
"Yount , who was living in Coeur under the alias James Marvin Forsgren , was sentenced to life in prison for his conviction on first-degree murder and rape charges in the 1966 slaying of Pamela Sue Rimer , a student in his high school mathematics class in Luthersberg , Pa .",James Marvin Forsgren,kill,Pamela Sue Rimer
"In 1801 , Mormon leader Brigham Young was born in Whitingham , Vt .",Brigham Young,born in,"Whitingham , Vt"
OW1304082694 Magadan Radio Magadan in Russian 0700 GMT 5 Apr 94,Radio Magadan,organization based in,Magadan
"Deng Nan pointed out : In drawing up their programs for the year 2010 and their Ninth Five-Year Plan , various areas and departments should pay attention to embodying the idea and contents of "" China 's 21st Century Agenda . """,Deng Nan,promotes agenda of,China
"It seems to be more effective , ' ' said Dr. Alain Farley of McGill University in Montreal .",Alain Farley,work for,McGill University
"It seems to be more effective , ' ' said Dr. Alain Farley of McGill University in Montreal .",McGill University,organization based in,Montreal
"British Newspaper Alleges Nuclear Ambitions Text of Article PM3001110194 London THE SUNDAY TIMES 30 Jan 94 pp 1 , 15--FOR OFFICIAL USE ONLY",THE SUNDAY TIMES,organization based in,London
"HIGH ISLAND , Texas ( AP )",HIGH ISLAND,located in,Texas
"HIGH ISLAND , Texas ( AP )",AP,organization based in,HIGH ISLAND
"HIGH ISLAND , Texas ( AP )",AP,organization based in,Texas
